latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
31.835,-83.056,306.8,1.4,1.2,2020-01-01,0320,Terra,MODIS,69,6.0NRT,277.6,18.9,N
36.356,-76.805,300.2,1.2,1.1,2020-01-01,0325,Terra,MODIS,20,6.0NRT,278.9,10.2,N
33.417,-110.862,321.5,1,1,2020-01-01,0920,Aqua,MODIS,100,6.0NRT,271.8,24.9,N
41.481,-90.829,310,1,1,2020-01-01,1700,Terra,MODIS,69,6.0NRT,276.5,13.8,D
36.237,-94.275,300.5,1,1,2020-01-01,1705,Terra,MODIS,38,6.0NRT,282.2,6,D
35.301,-96.411,306.6,1.2,1.1,2020-01-01,1705,Terra,MODIS,60,6.0NRT,280.8,13.4,D
33.483,-86.269,301.5,2.1,1.4,2020-01-01,1705,Terra,MODIS,0,6.0NRT,275.8,22.9,D
38.697,-90.128,311.7,1.1,1,2020-01-01,1705,Terra,MODIS,54,6.0NRT,282.3,14.1,D
30.802,-83.699,300.7,1.1,1,2020-01-01,1840,Aqua,MODIS,41,6.0NRT,288.4,4.6,D
30.638,-85.045,301.5,1.2,1.1,2020-01-01,1840,Aqua,MODIS,35,6.0NRT,284.9,5.6,D
30.635,-85.179,308.3,1.3,1.1,2020-01-01,1840,Aqua,MODIS,57,6.0NRT,289.1,10.2,D
30.633,-85.192,312.4,1.3,1.1,2020-01-01,1840,Aqua,MODIS,73,6.0NRT,289.3,14.7,D
30.634,-85.184,313.1,1.3,1.1,2020-01-01,1840,Aqua,MODIS,66,6.0NRT,289.6,14.8,D
30.644,-85.186,325.4,1.3,1.1,2020-01-01,1840,Aqua,MODIS,84,6.0NRT,290.5,30.6,D
30.864,-85.223,304.6,1.3,1.1,2020-01-01,1840,Aqua,MODIS,59,6.0NRT,289.1,8.4,D
31.275,-82.863,303.2,1,1,2020-01-01,1840,Aqua,MODIS,55,6.0NRT,287.7,6.1,D
31.663,-83.286,300.2,1,1,2020-01-01,1840,Aqua,MODIS,31,6.0NRT,288.6,3.3,D
31.464,-84.849,301.6,1.2,1.1,2020-01-01,1840,Aqua,MODIS,45,6.0NRT,289.3,5.7,D
32.063,-82.532,301.3,1,1,2020-01-01,1840,Aqua,MODIS,46,6.0NRT,288.2,4.9,D
31.502,-86.06,310.6,1.4,1.2,2020-01-01,1840,Aqua,MODIS,57,6.0NRT,278.7,15.7,D
31.994,-85.363,324.9,1.2,1.1,2020-01-01,1840,Aqua,MODIS,83,6.0NRT,285.8,32,D
31.991,-85.376,323,1.2,1.1,2020-01-01,1840,Aqua,MODIS,82,6.0NRT,284.9,29.2,D
31.994,-85.37,326.6,1.2,1.1,2020-01-01,1840,Aqua,MODIS,74,6.0NRT,286.1,32,D
32.343,-84.251,319.6,1.1,1,2020-01-01,1840,Aqua,MODIS,79,6.0NRT,290,20.9,D
32.732,-82.874,328.6,1,1,2020-01-01,1840,Aqua,MODIS,86,6.0NRT,279.9,29.6,D
32.755,-83.094,303.6,1,1,2020-01-01,1840,Aqua,MODIS,53,6.0NRT,282.8,6.9,D
39.503,-84.41,312.2,1,1,2020-01-01,1840,Aqua,MODIS,63,6.0NRT,283,12.8,D
27.294,-81.61,313.7,1,1,2020-01-01,1840,Aqua,MODIS,70,6.0NRT,297.1,8.7,D
30.072,-82.763,318,1,1,2020-01-01,1840,Aqua,MODIS,78,6.0NRT,290.7,15.3,D
30.07,-82.774,305,1,1,2020-01-01,1840,Aqua,MODIS,54,6.0NRT,291.6,5,D
30.086,-83.669,303.9,1.1,1,2020-01-01,1840,Aqua,MODIS,57,6.0NRT,290.9,6.7,D
30.278,-85.213,303,1.3,1.1,2020-01-01,1840,Aqua,MODIS,54,6.0NRT,290.6,6.2,D
30.354,-85.135,309.6,1.3,1.1,2020-01-01,1840,Aqua,MODIS,53,6.0NRT,291.4,10.7,D
30.363,-85.144,310.5,1.3,1.1,2020-01-01,1840,Aqua,MODIS,46,6.0NRT,291.5,11.5,D
32.429,-85.472,312.1,1.2,1.1,2020-01-01,1840,Aqua,MODIS,72,6.0NRT,287.9,16.4,D
34.497,-78.098,302.1,1.4,1.2,2020-01-01,1840,Aqua,MODIS,50,6.0NRT,287.1,9.9,D
34.659,-81.838,302.3,1,1,2020-01-01,1840,Aqua,MODIS,51,6.0NRT,286.4,6.3,D
37.286,-82.758,301.5,1,1,2020-01-01,1840,Aqua,MODIS,47,6.0NRT,283.7,6.8,D
38.221,-78.921,302,1.4,1.2,2020-01-01,1840,Aqua,MODIS,50,6.0NRT,282.3,10.7,D
39.505,-84.399,310.9,1,1,2020-01-01,1840,Aqua,MODIS,71,6.0NRT,282.3,11.7,D
38.695,-90.134,300.2,1.7,1.3,2020-01-01,1840,Aqua,MODIS,24,6.0NRT,285.2,11,D
38.692,-90.152,301.7,1.7,1.3,2020-01-01,1840,Aqua,MODIS,46,6.0NRT,285.9,12.8,D
33.802,-115.366,306.7,1.2,1.1,2020-01-01,1845,Terra,MODIS,36,6.0NRT,288.4,6.6,D
33.804,-115.378,311.1,1.2,1.1,2020-01-01,1845,Terra,MODIS,71,6.0NRT,288.3,10.5,D
33.806,-115.391,312.3,1.2,1.1,2020-01-01,1845,Terra,MODIS,72,6.0NRT,288.5,11.5,D
40.47,-86.148,320.2,1,1,2020-01-01,1845,Aqua,MODIS,80,6.0NRT,279.8,22.7,D
41.635,-87.133,304.8,1.1,1,2020-01-01,1845,Aqua,MODIS,45,6.0NRT,277.3,12.1,D
32.622,-116.13,301.5,1.1,1.1,2020-01-01,1845,Terra,MODIS,45,6.0NRT,287.2,4.8,D
33.557,-116.643,301.7,1.1,1,2020-01-01,1845,Terra,MODIS,48,6.0NRT,286.1,5.3,D
41.633,-87.146,304.5,1.1,1,2020-01-01,1845,Aqua,MODIS,45,6.0NRT,277.6,12,D
36.419,-119.82,305.3,1.1,1,2020-01-01,1845,Terra,MODIS,46,6.0NRT,280.8,8.6,D
32.641,-103.968,305.9,1.2,1.1,2020-01-01,2020,Aqua,MODIS,62,6.0NRT,291,6.1,D
38.696,-90.134,307.3,1,1,2020-01-02,0405,Terra,MODIS,71,6.0NRT,277.2,13,N
33.418,-110.87,307.8,1.3,1.1,2020-01-02,0545,Terra,MODIS,73,6.0NRT,274.5,18.8,N
31.499,-103.525,311.8,1.8,1.3,2020-01-02,0825,Aqua,MODIS,83,6.0NRT,277.8,36.6,N
30.288,-83.821,305.2,1.2,1.1,2020-01-02,1610,Terra,MODIS,35,6.0NRT,285.3,5.5,D
31.04,-84.067,303.6,1.3,1.1,2020-01-02,1610,Terra,MODIS,57,6.0NRT,288.5,6.9,D
31.034,-84.627,302,1.4,1.2,2020-01-02,1610,Terra,MODIS,46,6.0NRT,286,5.3,D
30.521,-83.746,300.3,1.2,1.1,2020-01-02,1610,Terra,MODIS,35,6.0NRT,287.5,3.8,D
30.414,-83.441,302.4,1.2,1.1,2020-01-02,1610,Terra,MODIS,52,6.0NRT,288.9,4.1,D
30.412,-83.429,304.2,1.2,1.1,2020-01-02,1610,Terra,MODIS,58,6.0NRT,289.2,5.7,D
30.24,-82.247,311.8,1,1,2020-01-02,1610,Terra,MODIS,72,6.0NRT,291,10.1,D
30.233,-82.255,303.4,1,1,2020-01-02,1610,Terra,MODIS,56,6.0NRT,290.7,4.7,D
30.232,-82.244,310.8,1,1,2020-01-02,1610,Terra,MODIS,70,6.0NRT,291.1,9.8,D
30.016,-81.619,318.2,1,1,2020-01-02,1610,Terra,MODIS,0,6.0NRT,289.8,15.8,D
30.014,-81.608,305.1,1,1,2020-01-02,1610,Terra,MODIS,53,6.0NRT,289.6,5.8,D
30.278,-83.823,308.1,1.2,1.1,2020-01-02,1610,Terra,MODIS,49,6.0NRT,286.2,8.2,D
30.127,-83.043,305.1,1.1,1,2020-01-02,1610,Terra,MODIS,60,6.0NRT,291.9,4.6,D
30.13,-83.29,307.2,1.1,1.1,2020-01-02,1610,Terra,MODIS,65,6.0NRT,292.1,6.9,D
29.765,-82.133,300.6,1,1,2020-01-02,1610,Terra,MODIS,38,6.0NRT,290.3,3.5,D
29.463,-82.484,315.1,1.1,1,2020-01-02,1610,Terra,MODIS,75,6.0NRT,292.2,13.2,D
29.462,-82.473,302.8,1,1,2020-01-02,1610,Terra,MODIS,54,6.0NRT,292.4,4,D
28.873,-82.466,303.2,1,1,2020-01-02,1610,Terra,MODIS,45,6.0NRT,291.9,3.6,D
28.723,-81.988,310.4,1,1,2020-01-02,1610,Terra,MODIS,67,6.0NRT,294.4,7.6,D
28.635,-81.951,305.2,1,1,2020-01-02,1610,Terra,MODIS,55,6.0NRT,293.7,4.1,D
28.602,-81.716,314.8,1,1,2020-01-02,1610,Terra,MODIS,73,6.0NRT,293,10,D
28.253,-81.349,307.2,1,1,2020-01-02,1610,Terra,MODIS,54,6.0NRT,293.6,5,D
28.117,-80.805,309.7,1,1,2020-01-02,1610,Terra,MODIS,67,6.0NRT,292,6.9,D
26.814,-81.039,344.8,1,1,2020-01-02,1610,Terra,MODIS,93,6.0NRT,297,49,D
26.813,-81.029,324,1,1,2020-01-02,1610,Terra,MODIS,80,6.0NRT,296,18.5,D
26.846,-81.876,316.9,1,1,2020-01-02,1610,Terra,MODIS,73,6.0NRT,295.6,11.4,D
26.845,-81.867,324.5,1,1,2020-01-02,1610,Terra,MODIS,80,6.0NRT,295.9,18.8,D
26.712,-81.401,314.9,1,1,2020-01-02,1610,Terra,MODIS,70,6.0NRT,296,8.6,D
26.651,-80.993,311.8,1,1,2020-01-02,1610,Terra,MODIS,36,6.0NRT,296.6,5.9,D
26.649,-80.983,346.2,1,1,2020-01-02,1610,Terra,MODIS,94,6.0NRT,298.5,50.6,D
26.641,-80.991,314.4,1,1,2020-01-02,1610,Terra,MODIS,69,6.0NRT,296.2,8.5,D
26.639,-80.981,311.6,1,1,2020-01-02,1610,Terra,MODIS,64,6.0NRT,296.1,6.4,D
26.564,-80.549,309,1,1,2020-01-02,1610,Terra,MODIS,57,6.0NRT,294,5.4,D
26.701,-81.766,306.7,1,1,2020-01-02,1610,Terra,MODIS,41,6.0NRT,295.1,3.5,D
26.584,-81.722,313.2,1,1,2020-01-02,1610,Terra,MODIS,68,6.0NRT,297,6.9,D
26.32,-81.432,311.7,1,1,2020-01-02,1610,Terra,MODIS,66,6.0NRT,295.4,6.6,D
44.69,-104.315,304.9,1.1,1.1,2020-01-02,1745,Terra,MODIS,57,6.0NRT,272.4,14,D
47.4,-117.561,323.1,1.7,1.3,2020-01-02,1920,Terra,MODIS,62,6.0NRT,270.8,51.2,D
30.491,-83.211,310.4,2.9,1.6,2020-01-02,1925,Aqua,MODIS,68,6.0NRT,291.6,32.8,D
30.495,-83.189,307.1,2.9,1.6,2020-01-02,1925,Aqua,MODIS,62,6.0NRT,291.6,22.9,D
30.493,-83.219,306.7,2.9,1.6,2020-01-02,1925,Aqua,MODIS,61,6.0NRT,291.5,21,D
30.365,-85.141,306.6,2.1,1.4,2020-01-02,1925,Aqua,MODIS,61,6.0NRT,291.8,12.3,D
30.51,-83.75,308.6,2.7,1.6,2020-01-02,1925,Aqua,MODIS,65,6.0NRT,291.2,26.5,D
39.058,-122.948,304.2,1.4,1.2,2020-01-02,1925,Terra,MODIS,58,6.0NRT,283.6,12.2,D
30.513,-83.755,308,2.7,1.6,2020-01-02,1925,Aqua,MODIS,64,6.0NRT,291.2,23.5,D
29.881,-81.969,312.8,3.5,1.8,2020-01-02,1925,Aqua,MODIS,56,6.0NRT,290.2,59.8,D
29.787,-82.593,317.5,3.2,1.7,2020-01-02,1925,Aqua,MODIS,50,6.0NRT,290.4,68.4,D
29.789,-82.585,313.1,3.2,1.7,2020-01-02,1925,Aqua,MODIS,45,6.0NRT,290.4,52.3,D
32.693,-115.013,329.2,1.1,1.1,2020-01-02,2100,Aqua,MODIS,85,6.0NRT,298.2,28.2,D
32.694,-115.001,312.9,1.1,1.1,2020-01-02,2100,Aqua,MODIS,69,6.0NRT,295.7,8.2,D
39.268,-121.617,300.3,1.1,1,2020-01-02,2105,Aqua,MODIS,35,6.0NRT,287.4,5.2,D
39.14,-122.672,304.2,1.2,1.1,2020-01-02,2105,Aqua,MODIS,55,6.0NRT,284.9,8.5,D
40.969,-122.349,315.1,1.1,1,2020-01-02,2105,Aqua,MODIS,75,6.0NRT,285.8,17.3,D
40.978,-122.351,335.6,1.1,1,2020-01-02,2105,Aqua,MODIS,90,6.0NRT,281.4,43,D
47.381,-117.558,344.1,1.3,1.1,2020-01-02,2105,Aqua,MODIS,81,6.0NRT,275.2,77.2,D
47.379,-117.575,331.2,1.3,1.1,2020-01-02,2105,Aqua,MODIS,40,6.0NRT,270.9,46,D
47.391,-117.56,331.8,1.3,1.1,2020-01-02,2105,Aqua,MODIS,88,6.0NRT,273.8,50.3,D
47.389,-117.577,315.2,1.3,1.1,2020-01-02,2105,Aqua,MODIS,61,6.0NRT,269.7,23.5,D
47.401,-117.562,309.2,1.3,1.1,2020-01-02,2105,Aqua,MODIS,62,6.0NRT,272,17.2,D
38.201,-120.583,303.2,1,1,2020-01-02,2105,Aqua,MODIS,55,6.0NRT,283.7,6.8,D
39.081,-122.18,300.4,1.1,1.1,2020-01-02,2105,Aqua,MODIS,35,6.0NRT,287.8,5.5,D
30.022,-81.613,305,3.3,1.7,2020-01-03,1650,Terra,MODIS,42,6.0NRT,289.1,24.7,D
35.511,-94.611,304.6,1.4,1.2,2020-01-03,1650,Terra,MODIS,59,6.0NRT,283.2,12,D
26.96,-80.48,309.2,1.2,1.1,2020-01-03,1825,Aqua,MODIS,36,6.0NRT,295.5,5.5,D
26.75,-81.7,311.7,1.4,1.2,2020-01-03,1825,Aqua,MODIS,59,6.0NRT,296,8.7,D
27.368,-81.59,312,1.3,1.1,2020-01-03,1825,Aqua,MODIS,60,6.0NRT,297.1,9.2,D
27.724,-80.895,309.9,1.2,1.1,2020-01-03,1825,Aqua,MODIS,55,6.0NRT,298.6,6.1,D
26.695,-80.889,354.7,1.3,1.1,2020-01-03,1825,Aqua,MODIS,97,6.0NRT,300.8,94,D
28.7,-82.391,311.5,1.4,1.2,2020-01-03,1825,Aqua,MODIS,62,6.0NRT,296,9.9,D
29.038,-82.239,312.2,1.4,1.2,2020-01-03,1825,Aqua,MODIS,64,6.0NRT,294.7,10,D
29.724,-81.841,308.4,1.3,1.1,2020-01-03,1825,Aqua,MODIS,57,6.0NRT,294.1,6.2,D
28.602,-81.716,316.7,1.3,1.1,2020-01-03,1825,Aqua,MODIS,71,6.0NRT,297,14.2,D
26.693,-80.901,350.7,1.3,1.1,2020-01-03,1825,Aqua,MODIS,96,6.0NRT,301.9,81.4,D
32.926,-81.36,324.6,1.1,1,2020-01-03,1830,Aqua,MODIS,82,6.0NRT,292.9,21.7,D
38.391,-120.931,300.5,1.9,1.3,2020-01-03,1830,Terra,MODIS,38,6.0NRT,268.4,19.5,D
36.035,-119.339,306,1.4,1.2,2020-01-03,1830,Terra,MODIS,63,6.0NRT,285.3,13.9,D
33.019,-112.672,304.8,1.2,1.1,2020-01-03,1830,Terra,MODIS,57,6.0NRT,285.6,7.6,D
32.702,-115.006,311.9,1,1,2020-01-03,1830,Terra,MODIS,70,6.0NRT,293.9,6.8,D
32.7,-114.996,307.9,1,1,2020-01-03,1830,Terra,MODIS,63,6.0NRT,293.4,3.7,D
31.917,-81.598,305.7,1.2,1.1,2020-01-03,1830,Aqua,MODIS,56,6.0NRT,289.6,6.4,D
32.716,-80.772,306.9,1.1,1,2020-01-03,1830,Aqua,MODIS,59,6.0NRT,294.2,5.1,D
32.928,-81.349,346.4,1.1,1,2020-01-03,1830,Aqua,MODIS,94,6.0NRT,294.3,59.2,D
29.335,-95.849,311.1,2.1,1.4,2020-01-03,2005,Aqua,MODIS,69,6.0NRT,292.5,26.1,D
29.905,-97.663,303.9,1.6,1.3,2020-01-03,2005,Aqua,MODIS,57,6.0NRT,291.9,8.3,D
29.905,-97.651,304.7,1.6,1.3,2020-01-03,2005,Aqua,MODIS,60,6.0NRT,291.9,8.8,D
31.363,-101.778,304.3,1.1,1,2020-01-03,2005,Aqua,MODIS,59,6.0NRT,289.2,5.4,D
31.619,-101.507,303.3,1.1,1,2020-01-03,2005,Aqua,MODIS,55,6.0NRT,291.2,3.8,D
32.153,-101.925,304.6,1.1,1,2020-01-03,2005,Aqua,MODIS,52,6.0NRT,292.3,3.6,D
32.152,-101.936,311.5,1.1,1,2020-01-03,2005,Aqua,MODIS,71,6.0NRT,291.4,9,D
32.463,-101.707,308.3,1.1,1,2020-01-03,2005,Aqua,MODIS,67,6.0NRT,294.5,5.3,D
32.211,-106.709,303.8,1.2,1.1,2020-01-03,2005,Aqua,MODIS,52,6.0NRT,291.5,4.7,D
32.209,-106.721,305.8,1.2,1.1,2020-01-03,2005,Aqua,MODIS,62,6.0NRT,290.4,6.6,D
34.74,-98.307,342.6,1.7,1.3,2020-01-03,2005,Aqua,MODIS,93,6.0NRT,289.2,102.7,D
34.753,-98.29,363.9,1.7,1.3,2020-01-03,2005,Aqua,MODIS,100,6.0NRT,290.8,209.3,D
34.751,-98.309,410,1.7,1.3,2020-01-03,2005,Aqua,MODIS,100,6.0NRT,300.8,695,D
34.749,-98.295,377.6,1.7,1.3,2020-01-03,2005,Aqua,MODIS,100,6.0NRT,292.7,313.3,D
34.747,-98.313,377.6,1.7,1.3,2020-01-03,2005,Aqua,MODIS,100,6.0NRT,297.2,312,D
34.762,-98.278,300.2,1.7,1.3,2020-01-03,2005,Aqua,MODIS,33,6.0NRT,287.3,8,D
34.761,-98.296,343.3,1.7,1.3,2020-01-03,2005,Aqua,MODIS,93,6.0NRT,289.8,107,D
34.759,-98.315,339.2,1.7,1.3,2020-01-03,2005,Aqua,MODIS,91,6.0NRT,290.3,90.6,D
54.764,-163.977,414.1,1.4,1.2,2020-01-03,2145,Terra,MODIS,100,6.0NRT,281.7,0,D
42.989,-123.773,315.9,2,1.4,2020-01-03,2150,Aqua,MODIS,65,6.0NRT,280.4,48,D
54.761,-163.984,371,1.1,1,2020-01-03,2330,Aqua,MODIS,100,6.0NRT,269.7,0,D
33.443,-88.57,304.6,1.1,1,2020-01-04,0355,Terra,MODIS,61,6.0NRT,284.6,9.3,N
31.497,-103.523,302.3,2.2,1.5,2020-01-04,0530,Terra,MODIS,48,6.0NRT,272.4,33.6,N
26.538,-80.639,314.7,1.1,1,2020-01-04,1600,Terra,MODIS,68,6.0NRT,297.5,9.5,D
26.511,-80.577,334.5,1.1,1,2020-01-04,1600,Terra,MODIS,87,6.0NRT,297.1,33.8,D
26.505,-80.584,326.2,1.1,1,2020-01-04,1600,Terra,MODIS,81,6.0NRT,296.6,21.5,D
26.504,-80.573,327.3,1.1,1,2020-01-04,1600,Terra,MODIS,82,6.0NRT,296.4,22.8,D
29.112,-98.145,334.6,1.4,1.2,2020-01-04,1735,Terra,MODIS,88,6.0NRT,297.1,54.6,D
38.72,-97.846,342.2,1.1,1,2020-01-04,1735,Terra,MODIS,93,6.0NRT,281.9,55.7,D
38.718,-97.834,336.1,1.1,1,2020-01-04,1735,Terra,MODIS,90,6.0NRT,281.1,44.6,D
38.711,-97.849,300.9,1.1,1,2020-01-04,1735,Terra,MODIS,42,6.0NRT,279.3,7.5,D
37.888,-96.957,301.2,1.2,1.1,2020-01-04,1735,Terra,MODIS,45,6.0NRT,279.5,8.7,D
35.837,-98.601,305.4,1.1,1,2020-01-04,1735,Terra,MODIS,61,6.0NRT,283.8,9.3,D
33.266,-98.828,302.8,1.1,1.1,2020-01-04,1735,Terra,MODIS,54,6.0NRT,286.8,7.2,D
32.544,-96.46,307,1.6,1.2,2020-01-04,1735,Terra,MODIS,56,6.0NRT,288.9,13.4,D
32.541,-96.444,316.7,1.6,1.2,2020-01-04,1735,Terra,MODIS,77,6.0NRT,288.8,27.5,D
32.541,-96.45,322.4,1.6,1.2,2020-01-04,1735,Terra,MODIS,82,6.0NRT,289.4,40,D
32.193,-95.259,305.8,1.9,1.3,2020-01-04,1735,Terra,MODIS,62,6.0NRT,285.4,21,D
32.645,-100.22,315.9,1,1,2020-01-04,1735,Terra,MODIS,76,6.0NRT,292.2,13.6,D
32.643,-100.209,314.8,1,1,2020-01-04,1735,Terra,MODIS,75,6.0NRT,293.1,12.5,D
31.783,-96.938,304.5,1.5,1.2,2020-01-04,1735,Terra,MODIS,59,6.0NRT,291.1,9.9,D
32.467,-101.71,309.3,1,1,2020-01-04,1735,Terra,MODIS,68,6.0NRT,292.8,6.4,D
31.532,-96.593,318.4,1.6,1.2,2020-01-04,1735,Terra,MODIS,78,6.0NRT,290.9,31.9,D
31.396,-96.547,310.6,1.6,1.3,2020-01-04,1735,Terra,MODIS,70,6.0NRT,290.7,19.5,D
31.393,-96.53,323.4,1.6,1.3,2020-01-04,1735,Terra,MODIS,82,6.0NRT,290.8,43.2,D
31.733,-99.143,308.6,1.2,1.1,2020-01-04,1735,Terra,MODIS,67,6.0NRT,290.4,9.1,D
31.731,-99.131,308.6,1.2,1.1,2020-01-04,1735,Terra,MODIS,67,6.0NRT,290.5,9,D
31.728,-99.137,314.6,1.2,1.1,2020-01-04,1735,Terra,MODIS,75,6.0NRT,290.5,15.5,D
32.157,-101.926,310.7,1,1,2020-01-04,1735,Terra,MODIS,70,6.0NRT,291.9,7.5,D
31.394,-100.153,308.9,1.1,1,2020-01-04,1735,Terra,MODIS,68,6.0NRT,291.7,7.9,D
31.392,-100.142,307,1.1,1,2020-01-04,1735,Terra,MODIS,65,6.0NRT,292,6.5,D
31.519,-101.663,310.2,1,1,2020-01-04,1735,Terra,MODIS,70,6.0NRT,290.9,8.4,D
29.343,-95.838,304.4,2,1.4,2020-01-04,1735,Terra,MODIS,53,6.0NRT,292.1,11.9,D
29.341,-95.845,307.5,2,1.4,2020-01-04,1735,Terra,MODIS,65,6.0NRT,292.1,18.8,D
29.432,-97.23,308.5,1.6,1.3,2020-01-04,1735,Terra,MODIS,67,6.0NRT,293.5,12.8,D
29.432,-97.236,305,1.6,1.3,2020-01-04,1735,Terra,MODIS,59,6.0NRT,292.9,8.8,D
28.838,-96.259,326.1,1.9,1.4,2020-01-04,1735,Terra,MODIS,83,6.0NRT,293.7,59.5,D
28.835,-96.24,317.5,1.9,1.4,2020-01-04,1735,Terra,MODIS,76,6.0NRT,292.6,36.2,D
28.748,-95.928,312.6,2,1.4,2020-01-04,1735,Terra,MODIS,67,6.0NRT,292.8,28.9,D
28.743,-95.908,305.9,2.1,1.4,2020-01-04,1735,Terra,MODIS,54,6.0NRT,292.6,15.9,D
29.123,-97.999,308.5,1.5,1.2,2020-01-04,1735,Terra,MODIS,64,6.0NRT,296,9.1,D
29.12,-97.984,306.9,1.5,1.2,2020-01-04,1735,Terra,MODIS,60,6.0NRT,296.4,7.1,D
29.117,-97.991,311.7,1.5,1.2,2020-01-04,1735,Terra,MODIS,69,6.0NRT,296.7,12.5,D
28.98,-99.326,308.3,1.2,1.1,2020-01-04,1735,Terra,MODIS,39,6.0NRT,295.8,6.4,D
28.98,-99.332,307.6,1.2,1.1,2020-01-04,1735,Terra,MODIS,44,6.0NRT,295.9,6.3,D
28.538,-97.795,308.6,1.6,1.2,2020-01-04,1735,Terra,MODIS,54,6.0NRT,295.6,10.9,D
28.536,-97.779,306.3,1.6,1.2,2020-01-04,1735,Terra,MODIS,33,6.0NRT,295.7,8.1,D
28.528,-97.797,307.7,1.6,1.2,2020-01-04,1735,Terra,MODIS,54,6.0NRT,294.3,10.2,D
28.525,-97.782,305.8,1.6,1.2,2020-01-04,1735,Terra,MODIS,36,6.0NRT,294.6,7.7,D
28.925,-100.582,308.2,1.1,1,2020-01-04,1735,Terra,MODIS,62,6.0NRT,295.9,6.6,D
28.448,-100.318,309.9,1.1,1.1,2020-01-04,1735,Terra,MODIS,64,6.0NRT,295.5,7.7,D
28.446,-100.307,310.3,1.1,1.1,2020-01-04,1735,Terra,MODIS,65,6.0NRT,296,8,D
28.106,-98.928,327.5,1.4,1.2,2020-01-04,1735,Terra,MODIS,84,6.0NRT,296,36.6,D
28.103,-98.915,331.3,1.4,1.2,2020-01-04,1735,Terra,MODIS,86,6.0NRT,295.9,44.3,D
36.681,-93.159,328.9,1.1,1,2020-01-04,1910,Aqua,MODIS,81,6.0NRT,282.7,33.9,D
26.191,-97.903,310.4,3.4,1.7,2020-01-04,1910,Aqua,MODIS,65,6.0NRT,297.5,33.8,D
28.867,-96.238,347.6,2.2,1.4,2020-01-04,1910,Aqua,MODIS,95,6.0NRT,295.9,177.9,D
28.863,-96.26,342.9,2.2,1.4,2020-01-04,1910,Aqua,MODIS,93,6.0NRT,296.6,150,D
29.995,-90.399,303.2,1,1,2020-01-04,1910,Aqua,MODIS,0,6.0NRT,293.2,5.2,D
29.587,-94.341,314.9,1.6,1.2,2020-01-04,1910,Aqua,MODIS,0,6.0NRT,291.1,24.8,D
29.332,-95.845,305.2,2,1.4,2020-01-04,1910,Aqua,MODIS,56,6.0NRT,293.8,12.8,D
29.699,-94.246,318.9,1.6,1.2,2020-01-04,1910,Aqua,MODIS,0,6.0NRT,291.2,31.4,D
29.709,-94.249,310.6,1.6,1.2,2020-01-04,1910,Aqua,MODIS,39,6.0NRT,291.5,17.1,D
29.099,-98.146,308.9,3,1.6,2020-01-04,1910,Aqua,MODIS,63,6.0NRT,298,22.6,D
29.1,-98.154,309.5,3,1.6,2020-01-04,1910,Aqua,MODIS,64,6.0NRT,297.8,24.7,D
30.935,-88.018,302.1,1,1,2020-01-04,1910,Aqua,MODIS,51,6.0NRT,291.1,5.4,D
29.443,-97.057,310.1,2.5,1.5,2020-01-04,1910,Aqua,MODIS,67,6.0NRT,295.1,28.4,D
31.149,-87.986,302.4,1,1,2020-01-04,1910,Aqua,MODIS,45,6.0NRT,291.3,6.2,D
44.176,-120.111,317.9,1.1,1.1,2020-01-04,1910,Terra,MODIS,68,6.0NRT,276.8,23.4,D
31.34,-95.706,309.6,1.8,1.3,2020-01-04,1910,Aqua,MODIS,69,6.0NRT,292.2,20,D
31.387,-96.539,307.2,2,1.4,2020-01-04,1910,Aqua,MODIS,65,6.0NRT,292.7,18.8,D
31.389,-96.544,308,2,1.4,2020-01-04,1910,Aqua,MODIS,66,6.0NRT,292.8,20.6,D
31.537,-96.593,303.2,2,1.4,2020-01-04,1910,Aqua,MODIS,55,6.0NRT,293.1,11.6,D
31.31,-97.765,312.2,2.5,1.5,2020-01-04,1910,Aqua,MODIS,72,6.0NRT,292.6,33.6,D
31.323,-97.77,321.5,2.5,1.5,2020-01-04,1910,Aqua,MODIS,81,6.0NRT,294.1,64.2,D
31.317,-97.772,317.8,2.5,1.5,2020-01-04,1910,Aqua,MODIS,78,6.0NRT,293.2,50.7,D
32.729,-95.866,308.3,1.7,1.3,2020-01-04,1910,Aqua,MODIS,67,6.0NRT,290.1,18.2,D
32.729,-95.855,306.9,1.7,1.3,2020-01-04,1910,Aqua,MODIS,64,6.0NRT,289.9,15,D
32.726,-95.873,303.7,1.7,1.3,2020-01-04,1910,Aqua,MODIS,44,6.0NRT,289.9,10.8,D
33.35,-94.979,300.5,1.5,1.2,2020-01-04,1910,Aqua,MODIS,37,6.0NRT,288.5,7.7,D
33.969,-94.118,306.4,1.3,1.1,2020-01-04,1910,Aqua,MODIS,63,6.0NRT,286.6,13.2,D
33.966,-94.132,321.3,1.3,1.1,2020-01-04,1910,Aqua,MODIS,81,6.0NRT,286.6,30.7,D
34.67,-97.192,311,1.9,1.3,2020-01-04,1910,Aqua,MODIS,71,6.0NRT,287.4,27.3,D
35.918,-94.016,307.8,1.2,1.1,2020-01-04,1910,Aqua,MODIS,66,6.0NRT,280.9,13.9,D
