latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
28.238,-97.186,325,1,1,2020-01-07,1940,Aqua,MODIS,77,6.0NRT,296.8,19.8,D
28.249,-97.177,329.1,1,1,2020-01-07,1940,Aqua,MODIS,84,6.0NRT,298.7,24.2,D
28.247,-97.187,327.2,1,1,2020-01-07,1940,Aqua,MODIS,83,6.0NRT,297.5,21.3,D
28.314,-97.48,344.2,1,1,2020-01-07,1940,Aqua,MODIS,93,6.0NRT,299.7,48.3,D
28.312,-97.49,369.2,1,1,2020-01-07,1940,Aqua,MODIS,100,6.0NRT,304,114.2,D
28.31,-97.501,319.8,1,1,2020-01-07,1940,Aqua,MODIS,76,6.0NRT,296.1,14.6,D
28.323,-97.482,333.3,1,1,2020-01-07,1940,Aqua,MODIS,87,6.0NRT,298.5,30.1,D
28.321,-97.492,346,1,1,2020-01-07,1940,Aqua,MODIS,94,6.0NRT,299.4,52.3,D
28.646,-96.09,317.2,1,1,2020-01-07,1940,Aqua,MODIS,0,6.0NRT,294.6,13.4,D
28.362,-98.183,315.1,1.1,1,2020-01-07,1940,Aqua,MODIS,70,6.0NRT,298.4,9.6,D
28.36,-98.194,324,1.1,1,2020-01-07,1940,Aqua,MODIS,80,6.0NRT,299.1,19.1,D
28.76,-95.73,317.8,1,1,2020-01-07,1940,Aqua,MODIS,71,6.0NRT,293.2,13.6,D
29.16,-95.216,341.1,1,1,2020-01-07,1940,Aqua,MODIS,92,6.0NRT,291.5,45.6,D
29.172,-95.197,345.4,1,1,2020-01-07,1940,Aqua,MODIS,78,6.0NRT,290.9,51,D
29.17,-95.207,352.6,1,1,2020-01-07,1940,Aqua,MODIS,97,6.0NRT,291.5,67.6,D
29.181,-95.198,371.1,1,1,2020-01-07,1940,Aqua,MODIS,100,6.0NRT,293.5,124.6,D
29.179,-95.209,324.7,1,1,2020-01-07,1940,Aqua,MODIS,44,6.0NRT,289.9,19.6,D
29.191,-95.189,391.4,1,1,2020-01-07,1940,Aqua,MODIS,75,6.0NRT,296.5,213.5,D
29.19,-95.2,363.2,1,1,2020-01-07,1940,Aqua,MODIS,94,6.0NRT,295.2,96.1,D
29.843,-89.671,311.9,2.1,1.4,2020-01-07,1940,Aqua,MODIS,0,6.0NRT,289.1,37.6,D
29.841,-89.693,303.9,2.1,1.4,2020-01-07,1940,Aqua,MODIS,0,6.0NRT,289.8,20.9,D
29.685,-91.382,301.5,1.6,1.3,2020-01-07,1940,Aqua,MODIS,47,6.0NRT,290.9,7.7,D
29.844,-89.679,316.5,2.1,1.4,2020-01-07,1940,Aqua,MODIS,58,6.0NRT,289.7,45.6,D
29.686,-91.372,306.1,1.6,1.3,2020-01-07,1940,Aqua,MODIS,63,6.0NRT,291.9,12.1,D
29.767,-90.792,303.7,1.8,1.3,2020-01-07,1940,Aqua,MODIS,57,6.0NRT,292.8,10.1,D
29.841,-90.396,306.5,1.9,1.4,2020-01-07,1940,Aqua,MODIS,64,6.0NRT,290.6,17.3,D
29.853,-90.398,301.9,1.9,1.4,2020-01-07,1940,Aqua,MODIS,40,6.0NRT,290.4,9.9,D
29.809,-91.613,305.6,1.6,1.2,2020-01-07,1940,Aqua,MODIS,62,6.0NRT,290.2,12.4,D
29.832,-91.499,325.1,1.6,1.3,2020-01-07,1940,Aqua,MODIS,84,6.0NRT,292.6,44.7,D
29.83,-91.516,316.5,1.6,1.2,2020-01-07,1940,Aqua,MODIS,77,6.0NRT,291.2,27.3,D
29.826,-91.665,301.3,1.6,1.2,2020-01-07,1940,Aqua,MODIS,46,6.0NRT,291.1,6.7,D
29.227,-96.47,307.4,1,1,2020-01-07,1940,Aqua,MODIS,47,6.0NRT,296.4,4.6,D
29.913,-91.056,303.9,1.7,1.3,2020-01-07,1940,Aqua,MODIS,57,6.0NRT,291,10.3,D
29.912,-91.045,301,1.7,1.3,2020-01-07,1940,Aqua,MODIS,44,6.0NRT,290.6,6.6,D
29.213,-96.829,321.6,1,1,2020-01-07,1940,Aqua,MODIS,79,6.0NRT,294.5,17.6,D
29.897,-91.649,304.9,1.6,1.2,2020-01-07,1940,Aqua,MODIS,60,6.0NRT,291.6,9.9,D
29.893,-91.681,303.3,1.6,1.2,2020-01-07,1940,Aqua,MODIS,54,6.0NRT,291.2,7.5,D
29.892,-91.697,315.3,1.6,1.2,2020-01-07,1940,Aqua,MODIS,76,6.0NRT,291.4,23.9,D
29.591,-94.305,328.5,1.1,1.1,2020-01-07,1940,Aqua,MODIS,0,6.0NRT,289.3,29.5,D
29.589,-94.317,328.1,1.1,1.1,2020-01-07,1940,Aqua,MODIS,0,6.0NRT,289.3,29.2,D
30.001,-90.741,300.7,1.8,1.3,2020-01-07,1940,Aqua,MODIS,31,6.0NRT,290.6,7.2,D
29.999,-90.759,307.5,1.8,1.3,2020-01-07,1940,Aqua,MODIS,49,6.0NRT,291.8,16.4,D
30.412,-85.864,310.5,4,1.9,2020-01-07,1940,Aqua,MODIS,39,6.0NRT,290.5,77.1,D
29.61,-94.309,358.5,1.1,1.1,2020-01-07,1940,Aqua,MODIS,99,6.0NRT,292.1,94.9,D
29.608,-94.32,340,1.1,1.1,2020-01-07,1940,Aqua,MODIS,92,6.0NRT,290.8,48.5,D
29.619,-94.31,324.8,1.1,1.1,2020-01-07,1940,Aqua,MODIS,83,6.0NRT,291.7,25.7,D
29.909,-91.963,303.4,1.5,1.2,2020-01-07,1940,Aqua,MODIS,56,6.0NRT,290.1,9.3,D
29.935,-91.823,302.5,1.5,1.2,2020-01-07,1940,Aqua,MODIS,53,6.0NRT,290.9,7.4,D
30.481,-85.618,324.4,4.2,1.9,2020-01-07,1940,Aqua,MODIS,78,6.0NRT,289.8,178.2,D
30.479,-85.661,322.1,4.1,1.9,2020-01-07,1940,Aqua,MODIS,71,6.0NRT,289.8,158.3,D
30.019,-91.671,305.8,1.6,1.2,2020-01-07,1940,Aqua,MODIS,43,6.0NRT,290.1,11.4,D
30.017,-91.687,313.3,1.6,1.2,2020-01-07,1940,Aqua,MODIS,74,6.0NRT,290.8,21.7,D
28.982,-99.344,312.9,1.2,1.1,2020-01-07,1940,Aqua,MODIS,59,6.0NRT,300.4,8.2,D
29.775,-93.871,366,1.2,1.1,2020-01-07,1940,Aqua,MODIS,75,6.0NRT,293.5,129.9,D
30.02,-91.678,322.8,1.6,1.2,2020-01-07,1940,Aqua,MODIS,71,6.0NRT,290.8,37.5,D
29.779,-93.866,319.1,1.2,1.1,2020-01-07,1940,Aqua,MODIS,69,6.0NRT,290.9,21.1,D
29.777,-93.878,334.3,1.2,1.1,2020-01-07,1940,Aqua,MODIS,0,6.0NRT,293.7,43.9,D
29.483,-96.159,326.8,1,1,2020-01-07,1940,Aqua,MODIS,83,6.0NRT,296.3,21.5,D
29.466,-96.418,315.3,1,1,2020-01-07,1940,Aqua,MODIS,72,6.0NRT,295.6,11.1,D
30.515,-86.009,302.3,3.9,1.8,2020-01-07,1940,Aqua,MODIS,52,6.0NRT,290.4,36,D
30.154,-91.144,302.8,1.7,1.3,2020-01-07,1940,Aqua,MODIS,54,6.0NRT,291.2,9.4,D
30.096,-91.804,301.6,1.6,1.2,2020-01-07,1940,Aqua,MODIS,48,6.0NRT,290.1,6.3,D
30.096,-91.809,303.2,1.6,1.2,2020-01-07,1940,Aqua,MODIS,55,6.0NRT,289.8,7.9,D
29.372,-98.226,316.6,1,1,2020-01-07,1940,Aqua,MODIS,72,6.0NRT,299.7,10.8,D
29.674,-96.312,305.4,1,1,2020-01-07,1940,Aqua,MODIS,52,6.0NRT,294.1,4.1,D
29.25,-99.168,311.6,1.1,1.1,2020-01-07,1940,Aqua,MODIS,63,6.0NRT,299.8,8.4,D
29.699,-96.264,347.2,1,1,2020-01-07,1940,Aqua,MODIS,95,6.0NRT,297.4,53,D
29.697,-96.274,323.8,1,1,2020-01-07,1940,Aqua,MODIS,69,6.0NRT,295.8,17.8,D
29.714,-96.288,341.5,1,1,2020-01-07,1940,Aqua,MODIS,92,6.0NRT,298.1,41.2,D
29.999,-94.207,304.4,1.1,1.1,2020-01-07,1940,Aqua,MODIS,59,6.0NRT,291.5,6.3,D
30.246,-92.203,310.2,1.5,1.2,2020-01-07,1940,Aqua,MODIS,70,6.0NRT,291.1,16.5,D
30.237,-92.207,304.8,1.5,1.2,2020-01-07,1940,Aqua,MODIS,60,6.0NRT,291.1,10.2,D
29.557,-97.684,329.6,1,1,2020-01-07,1940,Aqua,MODIS,85,6.0NRT,298.6,25.8,D
30.114,-93.596,317.7,1.2,1.1,2020-01-07,1940,Aqua,MODIS,68,6.0NRT,292.2,20.6,D
30.113,-93.609,309.2,1.2,1.1,2020-01-07,1940,Aqua,MODIS,64,6.0NRT,291.8,11.4,D
30.879,-84.883,301.6,4.7,2,2020-01-07,1940,Aqua,MODIS,48,6.0NRT,290.5,37.1,D
30.879,-84.891,302.4,4.7,2,2020-01-07,1940,Aqua,MODIS,43,6.0NRT,290.5,39.2,D
30.501,-91.532,311.6,1.6,1.3,2020-01-07,1940,Aqua,MODIS,61,6.0NRT,290.9,19,D
30.499,-91.549,313.1,1.6,1.3,2020-01-07,1940,Aqua,MODIS,68,6.0NRT,290.2,21.6,D
30.499,-91.538,309.5,1.6,1.3,2020-01-07,1940,Aqua,MODIS,69,6.0NRT,290.4,16.6,D
30.51,-91.539,309.3,1.6,1.3,2020-01-07,1940,Aqua,MODIS,68,6.0NRT,291.1,16.3,D
30.92,-88.399,307.7,2.7,1.6,2020-01-07,1940,Aqua,MODIS,66,6.0NRT,289.8,37.2,D
30.104,-96.194,310.6,1,1,2020-01-07,1940,Aqua,MODIS,69,6.0NRT,293.6,8.4,D
30.905,-89.25,306.4,2.4,1.5,2020-01-07,1940,Aqua,MODIS,63,6.0NRT,289.2,26.7,D
30.912,-89.256,301.9,2.4,1.5,2020-01-07,1940,Aqua,MODIS,49,6.0NRT,289.1,18.9,D
30.302,-95.684,307.8,1,1,2020-01-07,1940,Aqua,MODIS,66,6.0NRT,290.9,8.1,D
30.301,-95.695,307.4,1,1,2020-01-07,1940,Aqua,MODIS,65,6.0NRT,290.2,7.6,D
30.488,-94.301,301.1,1.2,1.1,2020-01-07,1940,Aqua,MODIS,45,6.0NRT,290.1,5.7,D
31.397,-84.9,306.1,4.7,2,2020-01-07,1940,Aqua,MODIS,54,6.0NRT,288.6,66.2,D
31.394,-84.95,300.3,4.7,2,2020-01-07,1940,Aqua,MODIS,22,6.0NRT,288.3,36.8,D
31.394,-84.905,306.3,4.7,2,2020-01-07,1940,Aqua,MODIS,63,6.0NRT,288.7,73.1,D
30.741,-93.001,316.7,1.3,1.1,2020-01-07,1940,Aqua,MODIS,77,6.0NRT,290.2,22.6,D
30.74,-93.015,316.4,1.3,1.1,2020-01-07,1940,Aqua,MODIS,77,6.0NRT,290.5,22.1,D
30.785,-92.893,317,1.4,1.2,2020-01-07,1940,Aqua,MODIS,77,6.0NRT,290.1,24.6,D
31.144,-89.736,302.7,2.2,1.4,2020-01-07,1940,Aqua,MODIS,53,6.0NRT,288.7,18.4,D
30.675,-94.271,327.2,1.2,1.1,2020-01-07,1940,Aqua,MODIS,85,6.0NRT,290.9,32.3,D
37.929,-119.998,343.1,4.1,1.9,2020-01-07,1945,Terra,MODIS,93,6.0NRT,286.2,390.2,D
37.924,-120.048,303.9,4.1,1.9,2020-01-07,1945,Terra,MODIS,28,6.0NRT,285,51.3,D
37.913,-120.004,342.4,4.1,1.9,2020-01-07,1945,Terra,MODIS,93,6.0NRT,285.5,378.6,D
37.937,-120.05,300.7,4.1,1.9,2020-01-07,1945,Terra,MODIS,9,6.0NRT,284.2,38.4,D
37.925,-120.006,364.8,4.1,1.9,2020-01-07,1945,Terra,MODIS,100,6.0NRT,287.7,783.9,D
37.909,-120.012,311.2,4.1,1.9,2020-01-07,1945,Terra,MODIS,71,6.0NRT,285.1,93.1,D
35.079,-93.159,313,1.5,1.2,2020-01-07,1945,Aqua,MODIS,73,6.0NRT,287.3,22.3,D
34.709,-96.398,301.6,1.1,1,2020-01-07,1945,Aqua,MODIS,48,6.0NRT,290.8,4.1,D
37.941,-120.043,310.9,4.1,1.9,2020-01-07,1945,Terra,MODIS,71,6.0NRT,284.4,88.8,D
34.698,-96.767,313.9,1,1,2020-01-07,1945,Aqua,MODIS,74,6.0NRT,290.5,12.1,D
34.697,-96.778,315.7,1,1,2020-01-07,1945,Aqua,MODIS,76,6.0NRT,291,13.6,D
34.707,-96.769,308.7,1,1,2020-01-07,1945,Aqua,MODIS,27,6.0NRT,291.1,7.5,D
34.748,-96.534,302,1,1,2020-01-07,1945,Aqua,MODIS,50,6.0NRT,290.8,4.4,D
34.953,-96.363,304.2,1.1,1,2020-01-07,1945,Aqua,MODIS,44,6.0NRT,289.4,6.3,D
35.444,-92.806,306.4,1.6,1.2,2020-01-07,1945,Aqua,MODIS,64,6.0NRT,285.4,17.5,D
35.06,-97.224,339.3,1,1,2020-01-07,1945,Aqua,MODIS,54,6.0NRT,292.4,39,D
35.682,-92.808,306.8,1.6,1.2,2020-01-07,1945,Aqua,MODIS,64,6.0NRT,286.7,16.9,D
35.734,-92.505,305.9,1.7,1.3,2020-01-07,1945,Aqua,MODIS,62,6.0NRT,285.2,17.7,D
35.687,-93.767,316.3,1.4,1.2,2020-01-07,1945,Aqua,MODIS,77,6.0NRT,287,25.7,D
36.049,-92.183,302.6,1.8,1.3,2020-01-07,1945,Aqua,MODIS,53,6.0NRT,285.2,15,D
36.047,-92.203,302.4,1.8,1.3,2020-01-07,1945,Aqua,MODIS,52,6.0NRT,285.4,14.5,D
36.126,-91.936,302.6,1.8,1.3,2020-01-07,1945,Aqua,MODIS,53,6.0NRT,285,16,D
36.079,-92.577,315.3,1.7,1.3,2020-01-07,1945,Aqua,MODIS,76,6.0NRT,285.7,31.7,D
35.852,-97.286,302.7,1,1,2020-01-07,1945,Aqua,MODIS,53,6.0NRT,289.1,5.3,D
36.513,-97.841,301,1,1,2020-01-07,1945,Aqua,MODIS,44,6.0NRT,289.2,4.4,D
36.69,-96.922,303.9,1.1,1,2020-01-07,1945,Aqua,MODIS,57,6.0NRT,286.8,6.8,D
36.688,-96.934,342.4,1.1,1,2020-01-07,1945,Aqua,MODIS,88,6.0NRT,288.6,52.4,D
37.143,-94.45,301,1.3,1.2,2020-01-07,1945,Aqua,MODIS,44,6.0NRT,285.4,8.1,D
37.386,-93.393,301.5,1.6,1.2,2020-01-07,1945,Aqua,MODIS,47,6.0NRT,283.2,11.8,D
37.385,-93.41,306.6,1.6,1.2,2020-01-07,1945,Aqua,MODIS,64,6.0NRT,283.9,17.4,D
37.574,-93.684,313.5,1.5,1.2,2020-01-07,1945,Aqua,MODIS,0,6.0NRT,281.2,26.1,D
37.526,-94.57,310.6,1.3,1.1,2020-01-07,1945,Aqua,MODIS,70,6.0NRT,285.5,18,D
37.525,-94.585,314.8,1.3,1.1,2020-01-07,1945,Aqua,MODIS,75,6.0NRT,285.8,23,D
37.922,-93.146,308.8,1.6,1.3,2020-01-07,1945,Aqua,MODIS,68,6.0NRT,283.3,21.6,D
38.075,-92.965,316.3,1.7,1.3,2020-01-07,1945,Aqua,MODIS,77,6.0NRT,283.7,35.1,D
38.075,-92.952,314.6,1.7,1.3,2020-01-07,1945,Aqua,MODIS,75,6.0NRT,283,30.2,D
38.073,-92.971,306.1,1.7,1.3,2020-01-07,1945,Aqua,MODIS,45,6.0NRT,283.8,16.8,D
38.52,-90.587,304.8,2.4,1.5,2020-01-07,1945,Aqua,MODIS,60,6.0NRT,280.7,31.9,D
38.279,-93.447,303.3,1.6,1.2,2020-01-07,1945,Aqua,MODIS,0,6.0NRT,281.2,16,D
38.527,-90.592,304.1,2.4,1.5,2020-01-07,1945,Aqua,MODIS,58,6.0NRT,280.7,28.7,D
38.631,-95.147,301.5,1.3,1.1,2020-01-07,1945,Aqua,MODIS,47,6.0NRT,283.6,8.7,D
38.421,-98.227,300.8,1,1,2020-01-07,1945,Aqua,MODIS,41,6.0NRT,284,5.4,D
38.012,-101.049,301.7,1.1,1,2020-01-07,1945,Aqua,MODIS,49,6.0NRT,288.5,4.3,D
39.25,-93.627,302.3,1.6,1.2,2020-01-07,1945,Aqua,MODIS,0,6.0NRT,280,14.1,D
34.476,-94.451,303.4,1.3,1.1,2020-01-07,1945,Aqua,MODIS,56,6.0NRT,288,9.1,D
34.427,-94.887,315.9,1.2,1.1,2020-01-07,1945,Aqua,MODIS,76,6.0NRT,287.9,18.3,D
34.425,-94.899,313.7,1.2,1.1,2020-01-07,1945,Aqua,MODIS,74,6.0NRT,289.5,16.6,D
34.699,-93.417,307.7,1.4,1.2,2020-01-07,1945,Aqua,MODIS,66,6.0NRT,288.7,15.5,D
34.464,-95.498,322.9,1.1,1.1,2020-01-07,1945,Aqua,MODIS,82,6.0NRT,288.2,25.7,D
34.463,-95.51,359.1,1.1,1.1,2020-01-07,1945,Aqua,MODIS,99,6.0NRT,293.1,100.9,D
34.656,-94.018,313.4,1.3,1.1,2020-01-07,1945,Aqua,MODIS,74,6.0NRT,287.2,20.2,D
34.389,-96.463,302.1,1,1,2020-01-07,1945,Aqua,MODIS,51,6.0NRT,290.3,4.4,D
34.401,-96.793,314.3,1,1,2020-01-07,1945,Aqua,MODIS,75,6.0NRT,291.5,12.8,D
34.399,-96.805,306.9,1,1,2020-01-07,1945,Aqua,MODIS,64,6.0NRT,290.5,7.4,D
34.448,-97.125,314.3,1,1,2020-01-07,1945,Aqua,MODIS,75,6.0NRT,290.6,13.1,D
34.43,-97.456,304.5,1,1,2020-01-07,1945,Aqua,MODIS,59,6.0NRT,290.4,5.4,D
34.428,-97.467,311,1,1,2020-01-07,1945,Aqua,MODIS,71,6.0NRT,291.3,9.9,D
35.068,-93.157,311.5,1.5,1.2,2020-01-07,1945,Aqua,MODIS,71,6.0NRT,287.8,20.2,D
38.23,-120.608,307.9,1.2,1.1,2020-01-07,2120,Aqua,MODIS,66,6.0NRT,274.7,13.9,D
37.932,-120.011,345.4,1.3,1.1,2020-01-07,2120,Aqua,MODIS,94,6.0NRT,289.1,71,D
37.931,-120.025,358.4,1.3,1.1,2020-01-07,2120,Aqua,MODIS,99,6.0NRT,289.8,111.6,D
37.974,-120.099,311.5,1.2,1.1,2020-01-07,2120,Aqua,MODIS,71,6.0NRT,283.1,16.7,D
38.231,-120.594,304.3,1.2,1.1,2020-01-07,2120,Aqua,MODIS,59,6.0NRT,273.2,11.1,D
36.152,-121.12,310.1,1.1,1,2020-01-07,2120,Aqua,MODIS,70,6.0NRT,283.4,12.2,D
37.912,-120.007,322.6,1.3,1.1,2020-01-07,2120,Aqua,MODIS,82,6.0NRT,289.8,26.3,D
37.911,-120.021,326.7,1.3,1.1,2020-01-07,2120,Aqua,MODIS,85,6.0NRT,291.4,32.9,D
37.922,-120.009,395.2,1.3,1.1,2020-01-07,2120,Aqua,MODIS,100,6.0NRT,294.9,311.4,D
37.921,-120.024,410.3,1.3,1.1,2020-01-07,2120,Aqua,MODIS,100,6.0NRT,302.9,443,D
37.919,-120.037,317.9,1.2,1.1,2020-01-07,2120,Aqua,MODIS,78,6.0NRT,289.6,20.4,D
40.111,-123.186,300.9,1,1,2020-01-07,2125,Aqua,MODIS,43,6.0NRT,278.1,8.1,D
39.456,-122.995,301.5,1,1,2020-01-07,2125,Aqua,MODIS,47,6.0NRT,281.3,7.6,D
40.421,-121.106,301.6,1.2,1.1,2020-01-07,2125,Aqua,MODIS,48,6.0NRT,273.9,11.8,D
40.804,-122.66,308.4,1.1,1,2020-01-07,2125,Aqua,MODIS,0,6.0NRT,271.2,11.8,D
40.987,-122.359,321.4,1.1,1,2020-01-07,2125,Aqua,MODIS,70,6.0NRT,275.8,25.6,D
42.493,-120.123,324,1.4,1.2,2020-01-07,2125,Aqua,MODIS,83,6.0NRT,277.9,42,D
42.884,-122.829,318.1,1.1,1,2020-01-07,2125,Aqua,MODIS,78,6.0NRT,276.3,22.9,D
38.832,-120.6,303.9,1.2,1.1,2020-01-07,2125,Aqua,MODIS,57,6.0NRT,280,11,D
38.831,-120.613,301,1.2,1.1,2020-01-07,2125,Aqua,MODIS,40,6.0NRT,280.3,8.3,D
38.867,-120.552,305.1,1.2,1.1,2020-01-07,2125,Aqua,MODIS,57,6.0NRT,274.8,13.5,D
38.996,-120.397,307.9,1.2,1.1,2020-01-07,2125,Aqua,MODIS,66,6.0NRT,278.1,16.8,D
39.057,-122.947,300.6,1,1,2020-01-07,2125,Aqua,MODIS,39,6.0NRT,284.9,5.6,D
39.502,-121.056,303,1.2,1.1,2020-01-07,2125,Aqua,MODIS,54,6.0NRT,283.2,9.7,D
39.698,-120.474,306.4,1.3,1.1,2020-01-07,2125,Aqua,MODIS,63,6.0NRT,280.8,14.5,D
41.635,-87.145,300.5,1.2,1.1,2020-01-08,0330,Terra,MODIS,29,6.0NRT,272.2,12.8,N
36.081,-82.212,301.7,1,1,2020-01-08,0330,Terra,MODIS,43,6.0NRT,272,10.2,N
42.297,-83.154,300.2,1.1,1,2020-01-08,0745,Aqua,MODIS,22,6.0NRT,270.6,10,N
54.768,-163.981,301.5,1,1,2020-01-08,0830,Terra,MODIS,41,6.0NRT,268.8,10.7,N
54.759,-163.976,334.6,1,1,2020-01-08,0830,Terra,MODIS,100,6.0NRT,279.5,42.5,N
54.761,-163.961,303.7,1,1,2020-01-08,0830,Terra,MODIS,56,6.0NRT,269.3,12,N
26.622,-80.572,312.3,2.6,1.6,2020-01-08,1535,Terra,MODIS,72,6.0NRT,292.7,38.7,D
26.632,-80.578,305.8,2.6,1.6,2020-01-08,1535,Terra,MODIS,62,6.0NRT,292.6,20.5,D
26.629,-80.552,317.2,2.6,1.6,2020-01-08,1535,Terra,MODIS,77,6.0NRT,292.4,54.8,D
26.875,-80.527,305.4,2.6,1.6,2020-01-08,1535,Terra,MODIS,61,6.0NRT,292.6,21.7,D
26.884,-80.532,303.2,2.6,1.6,2020-01-08,1535,Terra,MODIS,55,6.0NRT,292.3,16.3,D
26.876,-81.815,303.9,3.3,1.7,2020-01-08,1535,Terra,MODIS,57,6.0NRT,291.5,28,D
26.62,-80.545,311.2,2.6,1.6,2020-01-08,1535,Terra,MODIS,71,6.0NRT,292.4,35.5,D
28.393,-99.221,307.2,1.1,1.1,2020-01-08,1710,Terra,MODIS,58,6.0NRT,294.5,6,D
38.708,-90.241,310.4,1.2,1.1,2020-01-08,1710,Terra,MODIS,70,6.0NRT,280,17,D
38.719,-94.815,306.9,1,1,2020-01-08,1710,Terra,MODIS,64,6.0NRT,279.8,10.8,D
38.718,-94.804,305,1,1,2020-01-08,1710,Terra,MODIS,60,6.0NRT,279.8,9.5,D
37.128,-94.327,300.2,1,1,2020-01-08,1710,Terra,MODIS,33,6.0NRT,284.5,4.8,D
36.081,-92.591,305.5,1.1,1,2020-01-08,1710,Terra,MODIS,62,6.0NRT,288,8.6,D
35.87,-91.393,311.9,1.2,1.1,2020-01-08,1710,Terra,MODIS,72,6.0NRT,284.5,16.8,D
34.946,-87.373,305.1,2.1,1.4,2020-01-08,1710,Terra,MODIS,33,6.0NRT,286,19.7,D
35.812,-91.941,304.3,1.1,1.1,2020-01-08,1710,Terra,MODIS,59,6.0NRT,287.5,8.1,D
34.934,-87.377,314.3,2.1,1.4,2020-01-08,1710,Terra,MODIS,75,6.0NRT,286.4,40.5,D
34.929,-87.354,307.4,2.1,1.4,2020-01-08,1710,Terra,MODIS,65,6.0NRT,286.2,25.6,D
33.469,-82.613,305.7,4.6,2,2020-01-08,1710,Terra,MODIS,62,6.0NRT,286.1,75,D
33.452,-82.619,301.1,4.6,2,2020-01-08,1710,Terra,MODIS,44,6.0NRT,285.8,50.2,D
33.469,-82.619,308,4.6,2,2020-01-08,1710,Terra,MODIS,66,6.0NRT,286,86.4,D
35.492,-92.566,307.9,1.1,1,2020-01-08,1710,Terra,MODIS,66,6.0NRT,286,10.9,D
34.593,-90.783,319.2,1.3,1.1,2020-01-08,1710,Terra,MODIS,79,6.0NRT,287.2,27.5,D
34.591,-90.769,339.9,1.3,1.1,2020-01-08,1710,Terra,MODIS,92,6.0NRT,288.1,68.3,D
34.649,-91.913,301,1.2,1.1,2020-01-08,1710,Terra,MODIS,44,6.0NRT,284.6,7,D
35.036,-94.427,318.8,1,1,2020-01-08,1710,Terra,MODIS,79,6.0NRT,277.1,18.8,D
35.192,-96.768,302.6,1.1,1,2020-01-08,1710,Terra,MODIS,53,6.0NRT,283.3,6.9,D
34.704,-96.761,302.8,1.1,1,2020-01-08,1710,Terra,MODIS,54,6.0NRT,282.5,7.1,D
34.437,-94.867,351.1,1,1,2020-01-08,1710,Terra,MODIS,96,6.0NRT,277.6,68.1,D
34.436,-94.856,358.3,1,1,2020-01-08,1710,Terra,MODIS,99,6.0NRT,280.2,85.1,D
32.511,-86.524,300.5,2.7,1.6,2020-01-08,1710,Terra,MODIS,38,6.0NRT,287.6,20.4,D
33.809,-95.555,302.3,1,1,2020-01-08,1710,Terra,MODIS,42,6.0NRT,282.3,5.8,D
33.808,-95.544,313.5,1,1,2020-01-08,1710,Terra,MODIS,74,6.0NRT,283.2,13.6,D
33.921,-98.234,309.2,1.2,1.1,2020-01-08,1710,Terra,MODIS,54,6.0NRT,278.9,12.3,D
33.919,-98.221,313.5,1.2,1.1,2020-01-08,1710,Terra,MODIS,73,6.0NRT,278.4,16.6,D
33.911,-98.235,323.5,1.2,1.1,2020-01-08,1710,Terra,MODIS,82,6.0NRT,281,28,D
33.26,-94.062,301.4,1,1,2020-01-08,1710,Terra,MODIS,23,6.0NRT,283.5,6.6,D
31.563,-87.753,303.9,2.4,1.5,2020-01-08,1710,Terra,MODIS,58,6.0NRT,286,26.2,D
31.529,-89.138,306,1.9,1.4,2020-01-08,1710,Terra,MODIS,63,6.0NRT,286.6,22.5,D
32.426,-95,339.8,1,1,2020-01-08,1710,Terra,MODIS,92,6.0NRT,291.3,43.2,D
32.424,-94.99,325.7,1,1,2020-01-08,1710,Terra,MODIS,84,6.0NRT,289.7,23.5,D
32.628,-96.446,302,1,1,2020-01-08,1710,Terra,MODIS,50,6.0NRT,288.8,4.8,D
32.417,-95.002,355.3,1,1,2020-01-08,1710,Terra,MODIS,98,6.0NRT,292.3,75.7,D
32.415,-94.992,319.3,1,1,2020-01-08,1710,Terra,MODIS,79,6.0NRT,289,17.7,D
30.813,-86.883,324.1,2.9,1.6,2020-01-08,1710,Terra,MODIS,83,6.0NRT,286.3,101,D
30.799,-86.888,332.6,2.9,1.6,2020-01-08,1710,Terra,MODIS,88,6.0NRT,287,145,D
32.313,-94.987,304.6,1,1,2020-01-08,1710,Terra,MODIS,59,6.0NRT,289.1,6.7,D
32.311,-94.976,307.5,1,1,2020-01-08,1710,Terra,MODIS,66,6.0NRT,288.9,8.5,D
30.811,-86.889,330.1,2.9,1.6,2020-01-08,1710,Terra,MODIS,64,6.0NRT,287.1,126.7,D
30.805,-86.861,325.6,2.9,1.6,2020-01-08,1710,Terra,MODIS,50,6.0NRT,285.8,102.7,D
30.79,-86.865,313.3,2.9,1.6,2020-01-08,1710,Terra,MODIS,25,6.0NRT,286.9,53.6,D
32.221,-95.602,301.3,1,1,2020-01-08,1710,Terra,MODIS,46,6.0NRT,288,4.5,D
30.26,-85.895,300,3.4,1.7,2020-01-08,1710,Terra,MODIS,15,6.0NRT,287.9,25.9,D
30.92,-89.019,305.8,2,1.4,2020-01-08,1710,Terra,MODIS,62,6.0NRT,284.6,24.6,D
30.916,-88.998,328.4,2.1,1.4,2020-01-08,1710,Terra,MODIS,86,6.0NRT,285.5,82.4,D
31.074,-89.915,305.5,1.8,1.3,2020-01-08,1710,Terra,MODIS,61,6.0NRT,281.7,19.2,D
